#virusTaxid	nucleic1	nucleic2	order	family	subfamily	genus	specie	name
1452514	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Rubulavirus	unclassified Rubulavirus	Sosuga virus
11080	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Japanese encephalitis virus group	St. Louis encephalitis virus
1277649	DNA	dsDNA	nan	Polyomaviridae	nan	Polyomavirus	unclassified Polyomavirus	STL polyomavirus
186540	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	nan	Sudan ebolavirus
1216927	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	Sudan ebolavirus	Sudan ebolavirus - Nakisamata
186541	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	nan	Tai Forest ebolavirus
994672	DNA	dsDNA	nan	Adenoviridae	nan	nan	nan	Titi monkey adenovirus ECC-2011
687379	DNA	ssDNA	nan	Anelloviridae	nan	Gammatorquevirus	nan	Torque teno midi virus 1
687380	DNA	ssDNA	nan	Anelloviridae	nan	Gammatorquevirus	nan	Torque teno midi virus 2
687369	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 1
1859149	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	unclassified Betatorquevirus	Torque teno mini virus 18
687370	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 2
687371	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 3
687373	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 5
687374	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 6
687375	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 7
687376	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 8
687377	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	nan	Torque teno mini virus 9
1535290	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	unclassified Betatorquevirus	Torque teno mini virus ALA22
1535291	DNA	ssDNA	nan	Anelloviridae	nan	Betatorquevirus	unclassified Betatorquevirus	Torque teno mini virus ALH8
687340	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 1
687349	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 10
687351	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 12
687364	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 25
687366	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 27
687367	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 28
687342	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 3
687345	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 6
687346	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 7
687347	DNA	ssDNA	nan	Anelloviridae	nan	Alphatorquevirus	nan	Torque teno virus 8
862909	DNA	dsDNA	nan	Polyomaviridae	nan	Polyomavirus	unclassified Polyomavirus	Trichodysplasia spinulosa-associated polyomavirus
93678	DNA	ssDNA	nan	Anelloviridae	nan	nan	nan	TTV-like mini virus
37133	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Hantavirus	nan	Tula virus
11591	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Phlebovirus	nan	Uukuniemi virus
10245	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	nan	Vaccinia virus
126794	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Vaccinia virus	Vaccinia virus Ankara
10255	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	nan	Variola virus
11036	RNA	(+)ssRNA	nan	Togaviridae	nan	Alphavirus	nan	Venezuelan equine encephalitis virus
11277	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Vesiculovirus	nan	Vesicular stomatitis Indiana virus
164416	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Yellow fever virus group	Wesselsbron virus
11082_1	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Japanese encephalitis virus group	West Nile virus lineage 1
11082_2	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Japanese encephalitis virus group	West Nile virus lineage 2
449280	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	West Nile virus	West Nile virus H442
449279	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	West Nile virus	West Nile virus SA381/00
449277	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	West Nile virus	West Nile virus SA93/01
449278	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	West Nile virus	West Nile virus SPU116/89
11039	RNA	(+)ssRNA	nan	Togaviridae	nan	Alphavirus	nan	Western equine encephalitis virus
440266	DNA	dsDNA	nan	Polyomaviridae	nan	Polyomavirus	unclassified Polyomavirus	WU Polyomavirus
38804	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Yatapoxvirus	nan	Yaba monkey tumor virus
132475	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Tanapox virus	Yaba-like disease virus
11089	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Yellow fever virus group	Yellow fever virus
186538	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	nan	Zaire ebolavirus
64320	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	nan	Zika virus
